key,counter,timer,key_sequence
YCKg,12,2.3261876543692535,"['iqAh', 'TeAo', 'ttDF', 'yILf', 'wRgM', 'ulZA', 'wfBK', 'txXS', 'Mlvr', 'bdUx', 'wbrJ', 'Bell', 'oBix', 'Dexs', 'ywjc', 'gtUM', 'kLmu', 'DnEU', 'TeAo', 'MIsd', 'UPPF', 'Iisw', 'FTjN', 'hkqI', 'Tdzm', 'Mlvr', 'bdUx', 'HNXk', 'CFll', 'QCED', 'LNTb', 'MEit', 'OOEL', 'rgsI', 'lScA', 'OboZ', 'LNTb', 'Xzfz', 'xvXZ', 'RTbr', 'WRHP', 'CWKh', 'wAgl', 'XAze', 'txXS', 'Nion', 'VRIh', 'EKSN', 'Kdgp', 'cYqK', 'Bell', 'SXvM']"
YCKg,11,205.85070627714654,"['DDKv', 'Iisw', 'oCqK', 'JPVf', 'QCED', 'uQME', 'MSMD', 'IWwC', 'QCED', 'csah', 'bdUx', 'IaQp', 'TeAo', 'jXAc', 'IaQp', 'iLzV', 'JvRz', 'Mhxr', 'LNTb', 'Blwl', 'gaFB', 'yotB', 'Sdew', 'bdUx', 'bdUx', 'QCED', 'QHqy', 'sOTr', 'VYDi', 'Yeeg', 'SXvM', 'UbQp', 'ZLBN', 'Iisw', 'TeAo', 'ddwz', 'Iisw', 'LNTb', 'IpqN', 'YSLY', 'ZpGF', 'oRYm', 'RrCa', 'TeAo', 'GSGh', 'AHgb', 'TeAo', 'CWvW', 'nmfp', 'bdUx', 'oBix', 'EiGG', 'bdUx', 'dyPL', 'GaoN', 'vRmK', 'RVKH', 'WRHP']"
eBck,3,0.3636329158507028,"['RfLg', 'TmKR', 'MFvC', 'qpQf', 'KHZC', 'ISrK', 'Zmji', 'TSoP', 'tCyh', 'GrQN', 'jhqm', 'iAfA', 'aAtG', 'jhqm', 'xJrT', 'fwwy', 'WgSD', 'qngi', 'RtXZ', 'Mhxr', 'LfFj', 'eBck', 'vhtN', 'qVXu', 'tCyh', 'fwwy', 'iFMf', 'nmNX', 'GaoN', 'EVCC', 'jKAv', 'LfFj', 'rgsI', 'DfoB', 'glQL', 'WfYj', 'dGch', 'vGiW', 'UFLA', 'VZuz', 'IsHc', 'MXkk', 'hqcW', 'Zmji', 'YEPL', 'VjTj', 'CtVA', 'MwfG', 'HiWo', 'oXQC', 'yILf', 'sujg', 'dNNg', 'MIsd', 'mZtb', 'MwfG', 'fwwy', 'PJGg', 'LfFj', 'aAtG', 'GTeQ', 'wlyU', 'OdZB', 'csah', 'lScA', 'fwwy', 'Zmji', 'NTak', 'wfBK', 'XAKq', 'zgSx', 'xFqM', 'glQL', 'HEnQ', 'tCyh', 'RmEB', 'wAgl', 'MwfG', 'iLzV', 'Ngti', 'bONa', 'Zmji', 'LfFj', 'BHeN', 'LigO', 'HiWo', 'Zmji', 'uQME', 'CWKh', 'xnmd', 'VIAR', 'rEll', 'upgv']"
eBck,11,117.72874630171404,"['yILf', 'MFvC', 'FkEu', 'tCyh', 'yILf', 'eBck', 'yOPj', 'MpcU', 'ZyOt', 'gkhP', 'WHPA', 'pueU', 'PSQn', 'wbrJ', 'PdZy', 'tFmS', 'cWAZ', 'FbOm', 'cNyH', 'tCyh', 'aAtG', 'MwfG', 'tRzI', 'tCyh', 'yILf', 'sbcA', 'pQtJ', 'KWOl', 'MFvC', 'aqbW', 'fwwy', 'lEQa', 'eBGo', 'pQtJ', 'UPPF', 'cYqK', 'glQL', 'RPdS', 'aAtG', 'MwfG', 'pQtJ', 'OzGj', 'yILf', 'xWDH', 'nWHF']"
txXS,12,62.428738841795195,"['TbGm', 'vWAQ', 'NiZY', 'eBck', 'woJz', 'xWDH', 'NTLY', 'UFLA', 'NGNk', 'MwfG', 'dtck', 'mDlY', 'htjH', 'wXlx', 'aAtG', 'TUyc', 'eimR', 'mfMz', 'rWUR', 'vhfy', 'LJZf', 'LGMq', 'KdvC', 'aAtG', 'sbcA', 'pQtJ', 'glQL', 'RDZc', 'Zmji', 'YgVf', 'MIsd', 'vRmK', 'aAtG', 'NjSU', 'aAtG', 'MrKo', 'uhGb', 'Zmji', 'vGiW', 'TmyF', 'Zmji', 'pQtJ', 'txXS', 'CUSL', 'IpqN', 'cdPA', 'pQtJ', 'tRzI', 'fwwy', 'glQL', 'aAtG', 'tCyh', 'lQxp', 'DzrJ', 'JPVf', 'eBck', 'PKri', 'IGzz', 'mrJu', 'xpck', 'fwwy', 'BNjl', 'YQPh', 'csah', 'DDjZ', 'glQL', 'NzAz', 'vhtN', 'Ioex', 'WiIL', 'LIVT', 'YQPh', 'fOSF', 'Mhxr', 'aAtG', 'MNCf', 'SXvM', 'PsRR', 'pgJK', 'KkNQ', 'PLei', 'Mhxr', 'MmyP', 'UFLA', 'MwfG', 'sbcA', 'jOyK', 'CjFR', 'JdKL', 'MFvC', 'QKpF', 'vAZI', 'vhtN', 'iLzV', 'ngkg', 'SYQT', 'jkQM', 'MwfG', 'RTXa', 'WyQu', 'aKQZ', 'IeYd', 'xnyk']"
txXS,4,63.76841809092143,"['hkqI', 'xJrT', 'ngkg', 'jHwb', 'Zmji', 'tRzI', 'tRzI', 'LfFj', 'tCyh', 'ngkg', 'zyki', 'hONg', 'DXmv', 'RKFZ', 'hqcW', 'axEp', 'YEPL', 'txny', 'Tysp', 'RKFZ', 'ZpYI', 'jjAt', 'tRzI', 'glQL', 'axEp', 'kkds', 'IntU', 'jhqm', 'viyg', 'FTjN', 'MwfG', 'Zmji', 'amlM', 'wRgM', 'YqCa', 'eBck', 'yuJz', 'tRzI', 'mKKx', 'UuYz', 'YPtP', 'lQxp', 'NGNk', 'tRzI', 'eBck', 'Hwts', 'TqIu', 'iCCe', 'vAZI', 'MFvC', 'tRzI', 'QovH', 'nVVd', 'eBck', 'DWhM', 'DkCd', 'STbk', 'UBKt', 'VtvD', 'tCyh', 'FIqp', 'RzLA', 'xZoV', 'AAED', 'LNtu', 'FIqp', 'xnmd', 'NTak', 'MFvC', 'fOQt', 'VKoQ', 'LfFj', 'iXBO', 'eBGo', 'yILf', 'CjFR', 'LNtu', 'ufAI', 'eLzN', 'dIOS', 'HiWo', 'DVld', 'LfFj', 'nSRe', 'mZtb', 'MwfG', 'RJpN', 'EFzb', 'MFvC', 'yILf', 'LfFj', 'IWuX', 'elJp', 'MFvC', 'wRgM', 'oSQB', 'jXAc', 'UFLA', 'jhqm', 'KkNQ', 'yILf', 'MFvC']"
txXS,5,5.648976911144077,"['MFvC', 'ZHCJ', 'axEp', 'sbcA', 'RKFZ', 'xJrT', 'zDtn', 'tCyh', 'FKcU', 'uDnK', 'UphN', 'UFLA', 'iLit', 'eggp', 'zGpX', 'IWwC', 'sbcA', 'tCyh', 'pQtJ', 'pQtJ', 'fwwy', 'LDyT', 'LVRq', 'PieA', 'DzrJ', 'Zmji', 'CqeI', 'xJrT', 'nHCg', 'glQL', 'GkGp', 'EsiU', 'dGlV', 'BzwM', 'RKFZ', 'TykY', 'lndN', 'KwpK', 'eBck', 'rSYo', 'zyki', 'sbcA', 'lOMp', 'axEp', 'pQtJ', 'umxP', 'EFzb', 'tLOD', 'glQL', 'tRzI', 'EFzb', 'UFLA', 'ISLf', 'zzFA', 'sbcA', 'wRgM', 'ZoYX', 'dwpo', 'sbJR', 'LfFj', 'jhqm', 'aAtG', 'aAtG', 'HvZt', 'mqjc', 'fwwy', 'glQL', 'OAfA', 'OcMK', 'glQL', 'MpcU', 'jhqm', 'iZMp', 'ZLeV', 'QdYH', 'DzrJ', 'sbcA', 'CjFR', 'UuYz', 'Cvbs', 'NzAz']"
txXS,5,12.804173846982291,"['rEhs', 'WiIL', 'yILf', 'oPFs', 'rWUR', 'MwfG', 'JCBQ', 'tPxc', 'pQtJ', 'VjEH', 'HEnQ', 'mOPo', 'tCyh', 'eBck', 'pQtJ', 'YQPh', 'KGpI', 'HziP', 'HSnK', 'nmZp', 'fwwy', 'snAz', 'ogjx', 'Fboh', 'xJrT', 'rXaW', 'SFAy', 'tRzI', 'GpAk', 'cRdS', 'HJnv', 'MwfG', 'iFMf', 'pQtJ', 'QYfb', 'fwwy', 'MwfG', 'gVRr', 'NTak', 'fwwy', 'pQtJ', 'vhtN', 'MwfG', 'jxvo', 'UFLA', 'taqR']"
txXS,6,10.354732964627365,"['zvXb', 'fwwy', 'apkh', 'SCVM', 'BYtC', 'tCyh', 'glQL', 'tRzI', 'WJUG', 'ebNp', 'eBck', 'EKSN', 'MFvC', 'sbcA', 'RrCa', 'gtUM', 'vKMp', 'xoMx', 'pQtJ', 'PJjt', 'Ymnq', 'Mhxr', 'eBGo', 'wRgM', 'IntU', 'qJXu', 'fwwy', 'njKq', 'yILf', 'xKeD', 'VjEH', 'RRmx', 'bHhy', 'OAfA', 'dRpq', 'yEzO', 'LfFj', 'pQtJ', 'fkSA', 'UxeJ', 'aAtG', 'GwzY', 'OboZ', 'WZxC', 'pcvP', 'HRKw', 'UphN', 'jhqm', 'MFvC', 'zlud', 'aqbW', 'Mhxr', 'OzNN', 'YpBK', 'WYWT', 'wAgl', 'xJrT', 'gVRr', 'iFMf', 'SYQT', 'jhqm', 'Zmji', 'PKMq', 'LfFj', 'QwZO', 'QYAz', 'YECM', 'LfFj', 'ZyOt', 'umxP', 'naPr', 'MwfG', 'HVQd', 'MFvC', 'xJrT', 'yILf', 'upgv', 'glQL', 'NGNk', 'ENLu', 'qJXu', 'YQPh', 'thVd', 'NTak', 'kFqL', 'HNvH', 'SSXt', 'BAZC', 'wAgl', 'JIeG', 'LfFj', 'Nion', 'cRdS', 'sbcA', 'YQPh', 'MSMD', 'TUyc', 'FTAu', 'Zmji', 'mFkV']"
XAKq,3,147.26965877994746,"['RAeI', 'NzAz', 'IEQW', 'BSwT', 'ZhBa', 'XIYM', 'KWOl', 'hdfU', 'apkh', 'WtXr', 'GrQN', 'nmNX', 'yglJ', 'zzFA', 'iqAh', 'QuIQ', 'qbXA', 'zLYB', 'IRGU', 'caiz', 'NBGo', 'NetC', 'iDYS', 'Xdyo', 'IFkb', 'YOHW', 'BSwT', 'fDLl', 'SYQT', 'JXtN', 'qxnS', 'jMPD', 'BSwT', 'deJo', 'rXaW', 'BSwT', 'HGJL', 'apkh', 'AHgb', 'mVhx', 'nvxG', 'XkJg', 'nmNX', 'zGpX', 'lndN', 'SYQT', 'VAsT', 'Vsyx', 'VdeF', 'IXhz', 'ZLBN', 'BSwT', 'SxIH', 'apkh', 'Hstk', 'Rrem', 'MSYg', 'hgqU', 'IbaP', 'ENWW', 'Yeeg', 'SYQT', 'IbaP', 'Yeeg', 'CFeq', 'eNcS', 'EjpJ', 'fUhx', 'yuJz', 'apkh', 'SYQT', 'LNtu', 'wadT', 'SYQT', 'BSwT', 'rmMV', 'ySpK', 'nyJQ', 'apkh', 'mwwB', 'wadT', 'KWOl', 'KwpK', 'GaoN', 'gQtG', 'IbaP', 'Qmhk', 'vqvL', 'VbKX', 'aCaB', 'IbaP', 'apkh', 'nmNX', 'HRKw', 'nmNX', 'iCCe', 'HbWR', 'wadT', 'iAfA', 'zzFA', 'nmNX', 'EjpJ', 'BSwT', 'zzFA']"
tZnO,3,0.7424023677126973,"['MwfG', 'pQtJ', 'rSYo', 'QdDw', 'tRzI', 'tRzI', 'Ilkb', 'FTAu', 'MgKK', 'wVcg', 'odkO', 'tRzI', 'sbcA', 'DzrJ', 'eBck', 'eNcS', 'MgKK', 'nrKi', 'CUSL', 'jhqm', 'axEp', 'NTak', 'tCyh', 'IFkb', 'VbKX', 'eFqu', 'MFvC', 'wRgM', 'tCyh', 'IlfR', 'Vxnm', 'cfOx', 'iLzV', 'eBck', 'tCyh', 'YQPh', 'pnSZ', 'PKMq', 'Mhxr', 'vcnq', 'yILf', 'nHfw', 'xFqM', 'MwfG', 'aAtG', 'aBxI', 'MYTz', 'MmyP', 'FNIj', 'HKFj', 'KWOl', 'JBHw', 'zHfv', 'aAtG', 'woNf', 'aAtG', 'wlCL', 'ZJuN', 'fwwy', 'sbcA', 'gaFB', 'eBck', 'EyBw', 'MFvC', 'FsEl', 'pQtJ', 'jhqm', 'GTeQ', 'Krgt', 'ecfG', 'nfau', 'nrKi', 'pQtJ', 'jMPD', 'Zmji', 'fwwy', 'cdPA', 'fwwy', 'MFvC', 'QcLC', 'IeYd', 'ffkk', 'WraI', 'zDtn', 'Iisw', 'HuZB', 'Ioex', 'DzrJ', 'NTak', 'Oadn', 'fwwy', 'pQtJ', 'Bmzd', 'tYqh', 'glQL', 'wFmv', 'UFLA', 'YclH', 'MwfG', 'NTak', 'rKHS', 'FsEl', 'FPQj', 'Zmji', 'pZxs', 'cRdS']"
tZnO,6,24.246464399938073,"['qsWP', 'kAAc', 'tNDP', 'PdZy', 'UZrU', 'IvMR', 'aKQZ', 'UZrU', 'nVVd', 'uAVJ', 'avms', 'Vsyx', 'cPpt', 'WraI', 'NCFO', 'mySd', 'BHeN', 'Ekfp', 'UZrU', 'PfKd', 'zHfv', 'IMXv', 'UZrU', 'hKxa', 'Hbol', 'xGpE', 'pKzD', 'IFkb', 'RGSE', 'kqZH', 'enRC', 'kDpG', 'KwpK', 'GEmI', 'QcLC', 'UZrU', 'lxDG', 'IMXv', 'iCCe', 'TVtJ', 'xGpE', 'IoFh', 'ufAI', 'vGiW', 'HziP', 'IMXv', 'wbrJ', 'enRC', 'xGpE', 'dyPL', 'uDnn', 'PsRR', 'zrgI', 'uZYb', 'InQV', 'Ynfw', 'jdAv', 'zrgI', 'cMum', 'yEzO', 'iLzV', 'MYTz', 'TRpd', 'XiUi', 'FDaL', 'IoFh', 'RfLg', 'wEIy', 'GmIL', 'Qmhk', 'iFMf', 'RfLg', 'uDnn', 'nVVd', 'rEll', 'dwvz', 'ISrK', 'pfdZ', 'YclH', 'xGpE', 'XkJg', 'nebC', 'IrqS', 'Bell', 'uAVJ', 'itov', 'mSxP', 'elJp', 'SStq', 'YEPL', 'TbGm', 'CHdb', 'Hbol', 'HziP', 'VjEH', 'VKoQ', 'NetC', 'naPr', 'DDKv', 'xvXZ', 'vhfy', 'WraI', 'zGpX', 'LBfo', 'bhgI', 'kjsL', 'ppkK', 'BKeI', 'zgSx', 'YqCa', 'naPr', 'BHGN', 'QxAx', 'Flgh']"
tZnO,7,16.06667212686113,"['NGNk', 'xJrT', 'ShCn', 'pQtJ', 'mQEs', 'vkvV', 'SStq', 'htjH', 'WgSD', 'BYtC', 'Mhxr', 'iNzN', 'DVld', 'MFvC', 'YgZy', 'YQPh', 'Zmji', 'tRzI', 'iLit', 'jhqm', 'uUrN', 'pLFr', 'XrGP', 'VRIh', 'EBYZ', 'Zmji', 'ISrK', 'FArF', 'lEQa', 'IoFh', 'axEp', 'fwwy', 'oRYm', 'IlfR', 'XZIo', 'iGcD', 'FbOm', 'HuZB', 'yILf', 'DDKv', 'UmEG', 'pCao', 'fwwy', 'aAtG', 'oeCF', 'glQL', 'MFvC', 'aAtG', 'SXIN', 'NlrR', 'SYQT', 'ZfRN']"
